"ID","VERTEX","LAT","LON","ROWNUMBER"
3436,"4","38.74","-74.6",9295
3436,"3","38.74","-73.75",9294
3436,"2","39.41","-73.74",9293
3435,"1","41.41","-70.35",9276
3435,"4","40.74","-70.34",9279
3435,"3","40.74","-69.46",9278
3435,"2","41.41","-69.46",9277
3434,"3","40.01","-73.05",9274
3434,"4","40.01","-73.92",9275
3434,"2","40.68","-73.05",9273
3434,"1","40.68","-73.92",9272
3433,"1","39.78","-74.37",9252
3433,"4","39.12","-74.36",9255
3433,"3","39.12","-73.52",9254
3433,"2","39.78","-73.51",9253
3432,"1","37.15","-75.87",9244
3432,"4","36.49","-75.86",9247
3432,"3","36.49","-75.05",9246
3432,"2","37.15","-75.04",9245
3431,"1","35.633","-75.46",9232
3431,"2","35.633","-74.8",9233
3431,"6","35.216","-75.528",9237
3431,"4","34.95","-75.633",9235
3431,"5","35.216","-75.633",9236
3431,"3","34.95","-74.8",9234
3429,"1","41.41","-70.92",9216
3429,"4","40.74","-70.92",9219
3429,"3","40.74","-69.99",9218
3429,"2","41.41","-69.98",9217
3428,"1","39.41","-74.6",9212
3428,"4","38.74","-74.6",9215
3428,"3","38.74","-73.75",9214
3428,"2","39.41","-73.74",9213
3427,"2","41.57","-70.84",9201
3427,"4","40.9","-71.72",9203
3427,"1","41.57","-71.72",9200
3427,"3","40.9","-70.84",9202
3426,"1","41.41","-70.92",9196
3426,"4","40.74","-70.92",9199
3426,"3","40.74","-69.99",9198
3426,"2","41.41","-69.98",9197
3425,"2","28.833","-80.76",9241
3425,"3","29.193333333333","-80.99",9242
3425,"1","28.833","-80.6",9240
3425,"5","29.75","-80.6",9239
3425,"4","29.75","-81.243",9238
3424,"1","39.41","-74.6",9116
3424,"4","38.74","-74.6",9119
3424,"3","38.74","-73.75",9118
3424,"2","39.41","-73.74",9117
3423,"1","40.68","-73.92",9112
3423,"4","40.01","-73.92",9115
3423,"3","40.01","-73.05",9114
3423,"2","40.68","-73.05",9113
3422,"1","41.43","-70.42",9092
3422,"4","40.74","-70.42",9095
3422,"3","40.74","-69.52",9094
3422,"2","41.43","-69.52",9093
3421,"1","40.68","-73.92",9072
3421,"4","40.01","-73.92",9075
3421,"3","40.01","-73.05",9074
3421,"2","40.68","-73.05",9073
3420,"1","39.41","-74.6",9052
3420,"4","38.74","-74.6",9055
3420,"3","38.74","-73.75",9054
3420,"2","39.41","-73.74",9053
3419,"1","40.68","-73.92",9032
3419,"4","40.01","-73.92",9035
3419,"3","40.01","-73.05",9034
3419,"2","40.68","-73.05",9033
3418,"1","41.02","-70.99",9028
3418,"4","40.36","-70.99",9031
3418,"3","40.36","-70.13",9030
3418,"2","41.02","-70.12",9029
3417,"1","39.41","-74.6",9008
3417,"4","38.74","-74.6",9011
3417,"3","38.74","-73.75",9010
3417,"2","39.41","-73.74",9009
3416,"1","40.68","-73.92",8988
3416,"4","40.01","-73.92",8991
3416,"3","40.01","-73.05",8990
3416,"2","40.68","-73.05",8989
3415,"2","40.99","-69.08",8985
3415,"1","40.99","-69.87",8984
3415,"4","40.39","-69.87",8987
3415,"3","40.39","-69.08",8986
3414,"1","41.27","-70.47",8980
3414,"4","40.54","-70.46",8983
3414,"3","40.54","-69.63",8982
3414,"2","41.27","-69.62",8981
3413,"1","41.27","-70.47",8960
3413,"4","40.54","-70.46",8963
3413,"3","40.54","-69.63",8962
3413,"2","41.27","-69.62",8961
3412,"1","41.27","-70.47",8940
3412,"4","40.54","-70.46",8943
3412,"3","40.54","-69.63",8942
3412,"2","41.27","-69.62",8941
3411,"1","41.27","-70.47",8930
3411,"4","40.54","-70.46",8929
3411,"3","40.54","-69.63",8928
3411,"2","41.27","-69.62",8931
3410,"3","40.54","-69.63",8880
3410,"2","41.27","-69.62",8883
3410,"1","41.27","-70.47",8882
3410,"4","40.54","-70.46",8881
3409,"3","40.54","-69.63",8862
3409,"2","41.27","-69.62",8861
3409,"1","41.27","-70.47",8860
3409,"4","40.54","-70.46",8863
3408,"3","42.08","-70.43",8582
3408,"2","42.79","-70.43",8581
3408,"1","42.79","-71.39",8580
3408,"4","42.08","-71.38",8583
3407,"1","42.79","-71.39",8560
3407,"4","42.08","-71.38",8563
3407,"3","42.08","-70.43",8562
3407,"2","42.79","-70.43",8561
3406,"3","42.07","-70.19",8542
3406,"2","42.75","-70.19",8541
3406,"1","42.75","-71.17",8540
3406,"4","42.07","-71.16",8543
3405,"1","42.75","-71.17",8536
3405,"4","42.07","-71.16",8539
3405,"3","42.07","-70.19",8538
3405,"2","42.75","-70.19",8537
3404,"1","42.73","-71.08",8532
3404,"4","42.07","-71.08",8535
3404,"3","42.07","-70.19",8534
3404,"2","42.73","-70.19",8533
3403,"3","40.36","-69.54",8516
3403,"2","41.18","-69.54",8519
3403,"1","41.18","-70.62",8518
3403,"4","40.36","-70.62",8517
3402,"1","41.03","-70.02",8514
3402,"4","40.25","-70.02",8513
3402,"3","40.25","-68.98",8512
3402,"2","41.03","-68.97",8515
3401,"3","40.36","-69.54",8496
3401,"2","41.18","-69.54",8499
3401,"1","41.18","-70.62",8498
3401,"4","40.36","-70.62",8497
3400,"3","40.25","-68.98",8494
3400,"2","41.03","-68.97",8493
3400,"1","41.03","-70.02",8492
3400,"4","40.25","-70.02",8495
3399,"3","40.36","-69.54",8458
3399,"2","41.18","-69.54",8457
3399,"1","41.18","-70.62",8456
3399,"4","40.36","-70.62",8459
3398,"3","40.36","-69.54",10817
3398,"1","41.18","-70.62",8146
3398,"2","41.18","-69.54",10816
3398,"4","40.36","-70.62",10818
3397,"3","40.36","-69.54",10819
3397,"2","41.18","-69.54",8101
3397,"1","41.18","-70.62",8100
3397,"4","40.36","-70.62",8103
3396,"1","41.18","-70.62",8064
3396,"4","40.36","-70.62",8067
3396,"3","40.36","-69.54",8066
3396,"2","41.18","-69.54",8065
3395,"2","41.58","-69.59",8049
3395,"1","41.58","-70.61",8048
3395,"4","40.86","-70.61",8051
3395,"3","40.86","-69.59",8050
3394,"3","40.86","-69.59",8046
3394,"2","41.58","-69.59",8045
3394,"1","41.58","-70.62",8044
3394,"4","40.86","-70.61",8047
3393,"1","41.17","-70.71",8024
3393,"4","40.47","-70.7",8031
3393,"3","40.47","-69.7",8030
3393,"2","41.17","-69.7",8025
3392,"3","40.41","-69.16",8004
3392,"2","41.02","-69.16",8007
3392,"1","41.02","-69.94",8006
3392,"4","40.41","-69.94",8005
3391,"3","40.41","-69.16",8002
3391,"2","41.02","-69.16",8001
3391,"1","41.02","-69.94",8000
3391,"4","40.41","-69.94",8003
3390,"3","40.72","-69.24",7982
3390,"2","41.39","-69.24",7981
3390,"1","41.39","-70.16",7980
3390,"4","40.72","-70.15",7983
3389,"1","41.39","-70.16",7940
3389,"4","40.72","-70.15",7943
3389,"3","40.72","-69.24",7942
3389,"2","41.39","-69.24",7941
3388,"1","41.24","-70.53",7922
3388,"4","40.49","-70.52",7921
3388,"3","40.49","-69.54",7920
3388,"2","41.24","-69.54",7923
3387,"3","40.49","-69.54",7914
3387,"2","41.24","-69.54",7913
3387,"1","41.24","-70.53",7912
3387,"4","40.49","-70.52",7915
3386,"1","41.24","-70.53",7892
3386,"4","40.49","-70.52",7895
3386,"3","40.49","-69.54",7894
3386,"2","41.24","-69.54",7893
3385,"1","40.900","-69.650",7852
3385,"4","40.900","-70.533",7855
3385,"3","41.567","-70.533",7854
3385,"2","41.567","-69.650",7853
3369,"3","40.733","-70.85",7834
3369,"2","40.733","-70.017",7833
3369,"1","40.067","-70.017",7832
3369,"4","40.067","-70.85",7835
3368,"3","40.78","-71.36",7816
3368,"2","40.78","-70.49",7819
3368,"1","40.12","-70.49",7818
3368,"4","40.12","-71.36",7817
3367,"3","40.65","-71.79",7814
3367,"2","40.65","-70.93",7813
3367,"1","39.99","-70.93",7812
3367,"4","39.99","-71.79",7815
3366,"1","40.067","-70.017",7748
3366,"4","40.067","-70.85",7751
3366,"3","40.733","-70.85",7750
3366,"2","40.733","-70.017",7749
3365,"1","40.083","-68.3",7744
3365,"4","40.083","-69.333",7747
3365,"3","40.8","-69.333",7746
3365,"2","40.8","-68.3",7745
3333,"1","40.73","-70.85",7740
3333,"4","40.07","-70.84",7743
3333,"3","40.07","-70.02",7742
3333,"2","40.73","-70.02",7741
3332,"3","40.09","-68.4",7738
3332,"4","40.09","-69.32",7739
3332,"1","40.8","-69.33",7736
3332,"2","40.73","-70.02",7733
3332,"3","40.07","-70.02",7734
3332,"4","40.07","-70.84",7735
3332,"1","40.73","-70.85",7732
3332,"2","40.8","-68.4",7737
3331,"1","40.12","-70.49",7699
3331,"4","40.12","-71.36",7698
3331,"3","40.78","-71.36",7697
3331,"2","40.78","-70.49",7696
3329,"3","40.65","-71.79",7630
3329,"4","39.99","-71.79",7631
3329,"1","39.99","-70.93",7628
3329,"2","40.65","-70.93",7629
3321,"3","40.78","-71.36",7638
3321,"2","40.78","-70.49",7637
3321,"1","40.12","-70.49",7636
3321,"4","40.12","-71.36",7639
3315,"3","40.65","-71.79",7642
3315,"2","40.65","-70.93",7641
3315,"1","39.99","-70.93",7640
3315,"4","39.99","-71.79",7643
3306,"2","42.67","-70.34",7493
3306,"1","42.67","-71.25",7492
3306,"3","42.03","-70.35",7494
3306,"4","42.03","-71.25",7495
3305,"3","41.2","-70.6",7454
3305,"2","41.2","-69.52",7453
3305,"1","40.47","-69.52",7452
3305,"4","40.47","-70.6",7455
3266,"4","40.47","-70.6",7415
3266,"1","40.47","-69.52",7412
3266,"2","41.2","-69.52",7413
3266,"3","41.2","-70.6",7414
3265,"2","41.2","-69.52",7033
3265,"1","40.47","-69.52",7032
3265,"3","41.2","-70.60",7034
3265,"4","40.47","-70.60",7035
3245,"2","41.2","-69.517",6993
3245,"3","41.2","-70.6",6994
3245,"1","40.467","-69.517",6992
3245,"4","40.467","-70.6",6995
3225,"1","40.467","-69.517",6972
3225,"4","40.467","-70.6",6975
3225,"3","41.2","-70.6",6974
3225,"2","41.2","-69.517",6973
3209,"2","41.2","-69.517",6915
3209,"1","40.467","-69.517",6914
3209,"4","40.467","-70.6",6913
3209,"3","41.2","-70.6",6912
3208,"4","40.467","-70.6",6873
3208,"1","40.467","-69.517",6872
3208,"3","41.2","-70.6",6874
3208,"2","41.2","-69.517",6875
3207,"3","41.2","-70.6",6792
3207,"2","41.2","-69.517",6795
3207,"1","40.467","-69.517",6794
3207,"4","40.467","-70.6",6793
3206,"2","41.2","-69.517",6775
3206,"1","40.467","-69.517",6772
3206,"3","41.2","-70.6",6774
3206,"4","40.467","-70.6",6773
3205,"1","40.467","-69.517",6756
3205,"2","41.2","-69.517",6757
3205,"3","41.2","-70.6",6758
3205,"4","40.467","-70.6",6759
3185,"4","41.4745378","-70.744585",6755
3185,"1","41.4745378","-69.8925692",6752
3185,"2","42.1121341","-69.8925692",6753
3185,"3","42.1121341","-70.744585",6754
3157,"2","41.28","-69.42",6629
3157,"3","40.40","-69.42",6630
3157,"4","40.40","-70.61",6631
3157,"1","41.28","-70.61",6628
3156,"4","38.867","-74.7",6627
3156,"1","39.55","-74.7",6624
3156,"2","39.55","-73.817",6625
3156,"3","38.867","-73.817",6626
3155,"1","42.117","-70.750",6568
3155,"2","42.117","-69.9",6569
3155,"4","41.467","-70.750",6571
3155,"3","41.467","-69.9",6570
3154,"4","40.62","-70.71",6566
3154,"2","41.28","-69.79",6567
3154,"1","41.28","-70.71",6565
3154,"3","40.62","-69.79",6564
3153,"3","40.62","-69.79",6526
3153,"2","41.28","-69.79",6525
3153,"1","41.28","-70.71",6524
3153,"4","40.62","-70.71",6527
3152,"3","40.90","-69.6",6506
3152,"4","40.90","-70.483",6507
3152,"1","41.533","-70.483",6504
3152,"2","41.533","-69.6",6505
3151,"1","42.367","-70.45",6484
3151,"3","41.733","-69.6",6486
3151,"4","41.733","-70.45",6485
3151,"2","42.367","-69.6",6487
3150,"4","42.16","-71.27",6471
3150,"3","42.16","-70.16",6470
3150,"2","42.98","-70.16",6469
3150,"1","42.98","-71.28",6468
3149,"3","41.88","-70.07",6466
3149,"2","42.54","-70.06",6465
3149,"1","42.54","-70.96",6464
3149,"4","41.88","-70.95",6467
3148,"2","41.42","-70.09",6445
3148,"3","40.76","-70.09",6446
3148,"4","40.76","-70.97",6447
3148,"1","41.42","-70.97",6444
3147,"2","42.71","-70.33",6425
3147,"1","42.71","-71.29",6424
3147,"4","42","-71.29",6427
3147,"3","42","-70.34",6426
3146,"3","36.97","-74.21",6406
3146,"1","37.68","-75.1",6404
3146,"2","37.68","-74.21",6405
3146,"4","36.97","-75.1",6407
3145,"4","40.783","-70.75",6367
3145,"2","41.467","-69.767",6365
3145,"3","41.467","-70.75",6366
3145,"1","40.783","-69.767",6364
3125,"4","40.783","-70.750",6287
3125,"2","41.467","-69.767",6285
3125,"1","40.783","-69.767",6284
3125,"3","41.467","-70.750",6286
3105,"3","31.533","-80.783",6246
3105,"4","31.833","-80.5533",6247
3105,"5","32.233","-79.95",6248
3105,"1","32.233","-79.95",6244
3105,"2","31.533","-79.95",6245
3085,"4","40.4","-70.667",6223
3085,"3","41.167","-70.667",6222
3085,"2","41.167","-69.717",6221
3085,"1","40.4","-69.717",6220
3066,"3","36.88985236","-75.30065562",6206
3066,"2","36.88985236","-74.47934438",6205
3066,"1","36.23014764","-74.47934438",6204
3066,"4","36.23014764","-75.30065562",6207
3065,"4","36.23014764","-75.30065562",6203
3065,"3","36.88985236","-75.30065562",6202
3065,"1","36.23014764","-74.47934438",6200
3065,"2","36.88985236","-74.47934438",6201
3045,"2","36.900","-73.917",6121
3045,"4","36.200","-74.783",6123
3045,"3","36.900","-74.783",6122
3045,"1","36.200","-73.917",6120
3025,"4","40.367","-70.85",6103
3025,"1","40.367","-69.617",6100
3025,"2","41.25","-69.617",6101
3025,"3","41.25","-70.85",6102
3005,"1","40.900","-69.700",6080
3005,"2","41.550","-69.700",6081
3005,"3","41.550","-70.583",6082
3005,"4","40.900","-70.583",6083
2985,"1","40.8781","-69.6046",6060
2985,"4","40.8781","-70.4814",6063
2985,"3","41.5378","-70.4814",6062
2985,"2","41.5378","-69.6046",6061
2965,"1","40.8781","-69.6046",6040
2965,"4","40.8781","-70.4814",6043
2965,"3","41.5378","-70.4814",6042
2965,"2","41.5378","-69.6046",6041
2945,"1","40.78548","-70.39455672",6020
2945,"4","40.78548","-69.73169328",6023
2945,"3","41.28548","-69.73169328",6022
2945,"2","41.28548","-70.39455672",6021
2927,"1","","",6008
2927,"4","","",6011
2927,"3","","",6010
2927,"2","","",6009
2926,"1","","",6004
2926,"4","","",6007
2926,"3","","",6006
2926,"2","","",6005
2925,"1","","",6000
2925,"4","","",6003
2925,"3","","",6002
2925,"2","","",6001
2924,"1","","",5996
2924,"4","","",5999
2924,"3","","",5998
2924,"2","","",5997
2923,"1","","",5992
2923,"4","","",5995
2923,"3","","",5994
2923,"2","","",5993
2922,"1","","",5988
2922,"4","","",5991
2922,"3","","",5990
2922,"2","","",5989
2921,"1","","",5984
2921,"4","","",5987
2921,"3","","",5986
2921,"2","","",5985
2920,"1","","",5980
2920,"4","","",5983
2920,"3","","",5982
2920,"2","","",5981
2919,"1","","",5976
2919,"4","","",5979
2919,"3","","",5978
2919,"2","","",5977
2918,"1","","",5972
2918,"4","","",5975
2918,"3","","",5974
2918,"2","","",5973
2917,"1","","",5968
2917,"4","","",5971
2917,"3","","",5970
2917,"2","","",5969
2916,"1","","",5964
2916,"4","","",5967
2916,"3","","",5966
2916,"2","","",5965
2915,"1","","",5960
2915,"4","","",5963
2915,"3","","",5962
2915,"2","","",5961
2914,"1","","",5956
2914,"4","","",5959
2914,"3","","",5958
2914,"2","","",5957
2913,"1","","",5952
2913,"4","","",5955
2913,"3","","",5954
2913,"2","","",5953
2912,"1","","",5948
2912,"4","","",5951
2912,"3","","",5950
2912,"2","","",5949
2911,"1","","",5944
2911,"2","","",5945
2911,"3","","",5946
2911,"4","","",5947
2910,"1","","",5940
2910,"4","","",5943
2910,"2","","",5941
2910,"3","","",5942
2909,"4","","",5939
2909,"3","","",5938
2909,"2","","",5937
2909,"1","","",5936
2908,"1","","",5932
2908,"3","","",5934
2908,"4","","",5935
2908,"2","","",5933
2907,"3","","",5930
2907,"2","","",5929
2907,"1","","",5928
2907,"4","","",5931
2906,"4","","",5927
2906,"3","","",5926
2906,"2","","",5925
2906,"1","","",5924
2905,"1","","",5920
2905,"2","","",5921
2905,"4","","",5923
2905,"3","","",5922
2904,"1","","",5916
2904,"4","","",5919
2904,"2","","",5917
2904,"3","","",5918
2903,"4","","",5915
2903,"3","","",5914
2903,"2","","",5913
2903,"1","","",5912
2902,"1","","",5908
2902,"3","","",5910
2902,"4","","",5911
2902,"2","","",5909
2901,"3","","",5906
2901,"2","","",5905
2901,"1","","",5904
2901,"4","","",5907
2900,"4","","",5903
2900,"3","","",5902
2900,"1","","",5900
2900,"2","","",5901
2899,"1","","",5896
2899,"4","","",5899
2899,"3","","",5898
2899,"2","","",5897
2898,"1","","",5892
2898,"4","","",5895
2898,"3","","",5894
2898,"2","","",5893
2897,"1","","",5888
2897,"4","","",5891
2897,"3","","",5890
2897,"2","","",5889
2896,"1","","",5884
2896,"4","","",5887
2896,"3","","",5886
2896,"2","","",5885
2895,"1","","",5880
2895,"4","","",5883
2895,"3","","",5882
2895,"2","","",5881
2894,"1","","",5876
2894,"4","","",5879
2894,"3","","",5878
2894,"2","","",5877
2893,"1","","",5872
2893,"4","","",5875
2893,"3","","",5874
2893,"2","","",5873
2892,"1","","",5868
2892,"4","","",5871
2892,"3","","",5870
2892,"2","","",5869
2891,"1","","",5864
2891,"4","","",5867
2891,"3","","",5866
2891,"2","","",5865
2878,"1","","",5836
2878,"4","","",5839
2878,"3","","",5838
2878,"2","","",5837
2870,"1","42","-70",5818
2870,"4","42","-70.47988",5821
2870,"3","42.92820","-70.47988",5820
2870,"2","42.92820","-70",5819
2869,"1","","",5814
2869,"4","","",5817
2869,"3","","",5816
2869,"2","","",5815
2868,"4","42","-70.47988",5813
2868,"3","42.92820","-70.47988",5812
2868,"2","42.92820","-70",5811
2868,"1","42","-70",5810
2867,"1","42","-70",5806
2867,"4","42","-70.47988",5809
2867,"3","42.92820","-70.47988",5808
2867,"2","42.92820","-70",5807
2866,"1","42","-70",5802
2866,"4","42","-70.47988",5805
2866,"3","42.92820","-70.47988",5804
2866,"2","42.92820","-70",5803
2865,"1","42","-70",5798
2865,"4","42","-70.47988",5801
2865,"3","42.92820","-70.47988",5800
2865,"2","42.92820","-70",5799
2864,"1","42","-70",5794
2864,"4","42","-70.47988",5797
2864,"3","42.92820","-70.47988",5796
2864,"2","42.92820","-70",5795
2863,"1","42","-70",5790
2863,"4","42","-70.47988",5793
2863,"3","42.92820","-70.47988",5792
2863,"2","42.92820","-70",5791
2862,"1","42","-70",5786
2862,"4","42","-70.47988",5789
2862,"3","42.92820","-70.47988",5788
2862,"2","42.92820","-70",5787
2861,"1","42","-70",5782
2861,"4","42","-70.47988",5785
2861,"3","42.92820","-70.47988",5784
2861,"2","42.92820","-70",5783
2860,"1","42","-70",5778
2860,"4","42","-70.47988",5781
2860,"3","42.92820","-70.47988",5780
2860,"2","42.92820","-70",5779
2859,"1","42","-70",5774
2859,"4","42","-70.47988",5777
2859,"3","42.92820","-70.47988",5776
2859,"2","42.92820","-70",5775
2858,"1","42","-70",5770
2858,"4","42","-70.47988",5773
2858,"3","42.92820","-70.47988",5772
2858,"2","42.92820","-70",5771
2857,"1","42","-70",5766
2857,"4","42","-70.47988",5769
2857,"3","42.92820","-70.47988",5768
2857,"2","42.92820","-70",5767
2856,"1","42","-70",5762
2856,"4","42","-70.47988",5765
2856,"3","42.92820","-70.47988",5764
2856,"2","42.92820","-70",5763
2855,"1","42","-70",5758
2855,"4","42","-70.47988",5761
2855,"3","42.92820","-70.47988",5760
2855,"2","42.92820","-70",5759
2854,"1","42","-70",5754
2854,"4","42","-70.47988",5757
2854,"3","42.92820","-70.47988",5756
2854,"2","42.92820","-70",5755
2853,"1","42","-70",5750
2853,"4","42","-70.47988",5753
2853,"3","42.92820","-70.47988",5752
2853,"2","42.92820","-70",5751
2852,"1","42","-70",5746
2852,"4","42","-70.47988",5749
2852,"3","42.92820","-70.47988",5748
2852,"2","42.92820","-70",5747
2851,"1","42","-70",5742
2851,"4","42","-70.47988",5745
2851,"3","42.92820","-70.47988",5744
2851,"2","42.92820","-70",5743
2850,"1","42","-70",5738
2850,"4","42","-70.47988",5741
2850,"3","42.92820","-70.47988",5740
2850,"2","42.92820","-70",5739
2849,"1","42","-70",5734
2849,"4","42","-70.47988",5737
2849,"3","42.92820","-70.47988",5736
2849,"2","42.92820","-70",5735
2848,"1","42","-70",5730
2848,"4","42","-70.47988",5733
2848,"3","42.92820","-70.47988",5732
2848,"2","42.92820","-70",5731
2847,"1","42","-70",5726
2847,"4","42","-70.47988",5729
2847,"3","42.92820","-70.47988",5728
2847,"2","42.92820","-70",5727
2846,"1","42","-70",5722
2846,"4","42","-70.47988",5725
2846,"3","42.92820","-70.47988",5724
2846,"2","42.92820","-70",5723
2845,"1","42","-70",5718
2845,"4","42","-70.47988",5721
2845,"3","42.92820","-70.47988",5720
2845,"2","42.92820","-70",5719
2844,"1","42","-70",5714
2844,"4","42","-70.47988",5717
2844,"3","42.92820","-70.47988",5716
2844,"2","42.92820","-70",5715
2843,"1","42","-70",5710
2843,"4","42","-70.47988",5713
2843,"3","42.92820","-70.47988",5712
2843,"2","42.92820","-70",5711
2842,"1","42","-70",5706
2842,"4","42","-70.47988",5709
2842,"3","42.92820","-70.47988",5708
2842,"2","42.92820","-70",5707
2841,"1","42","-70",5702
2841,"4","42","-70.47988",5705
2841,"3","42.92820","-70.47988",5704
2841,"2","42.92820","-70",5703
2840,"1","42","-70",5698
2840,"4","42","-70.47988",5701
2840,"3","42.92820","-70.47988",5700
2840,"2","42.92820","-70",5699
2839,"1","42","-70",5694
2839,"4","42","-70.47988",5697
2839,"3","42.92820","-70.47988",5696
2839,"2","42.92820","-70",5695
2838,"1","42","-70",5690
2838,"4","42","-70.47988",5693
2838,"3","42.92820","-70.47988",5692
2838,"2","42.92820","-70",5691
2837,"1","42","-70",5686
2837,"4","42","-70.47988",5689
2837,"3","42.92820","-70.47988",5688
2837,"2","42.92820","-70",5687
2836,"1","42","-70",5682
2836,"4","42","-70.47988",5685
2836,"3","42.92820","-70.47988",5684
2836,"2","42.92820","-70",5683
2835,"1","42","-70",5678
2835,"4","42","-70.47988",5681
2835,"3","42.92820","-70.47988",5680
2835,"2","42.92820","-70",5679
2834,"1","42","-70",5674
2834,"4","42","-70.47988",5677
2834,"3","42.92820","-70.47988",5676
2834,"2","42.92820","-70",5675
2833,"1","42","-70",5670
2833,"4","42","-70.47988",5673
2833,"3","42.92820","-70.47988",5672
2833,"2","42.92820","-70",5671
2832,"1","42","-70",5666
2832,"4","42","-70.47988",5669
2832,"3","42.92820","-70.47988",5668
2832,"2","42.92820","-70",5667
2831,"1","42","-70",5662
2831,"4","42","-70.47988",5665
2831,"3","42.92820","-70.47988",5664
2831,"2","42.92820","-70",5663
2830,"1","42","-70",5658
2830,"4","42","-70.47988",5661
2830,"3","42.92820","-70.47988",5660
2830,"2","42.92820","-70",5659
2829,"1","42","-70",5654
2829,"4","42","-70.47988",5657
2829,"3","42.92820","-70.47988",5656
2829,"2","42.92820","-70",5655
2828,"1","42","-70",5650
2828,"2","42.92820","-70",5651
2828,"3","42.92820","-70.47988",5652
2828,"4","42","-70.47988",5653
2827,"1","42","-70",5646
2827,"4","42","-70.47988",5649
2827,"3","42.92820","-70.47988",5648
2827,"2","42.92820","-70",5647
2826,"1","42","-70",5642
2826,"4","42","-70.47988",5645
2826,"3","42.92820","-70.47988",5644
2826,"2","42.92820","-70",5643
2825,"1","42","-70",5638
2825,"4","42","-70.47988",5641
2825,"3","42.92820","-70.47988",5640
2825,"2","42.92820","-70",5639
2824,"2","42.92820","-70",5635
2824,"1","42","-70",5634
2824,"4","42","-70.47988",5637
2824,"3","42.92820","-70.47988",5636
2823,"1","42","-70",5630
2823,"4","42","-70.47988",5633
2823,"3","42.92820","-70.47988",5632
2823,"2","42.92820","-70",5631
2822,"1","42","-70",5626
2822,"4","42","-70.47988",5629
2822,"3","42.92820","-70.47988",5628
2822,"2","42.92820","-70",5627
2821,"1","42","-70",5622
2821,"4","42","-70.47988",5625
2821,"3","42.92820","-70.47988",5624
2821,"2","42.92820","-70",5623
2820,"1","42","-70",5618
2820,"4","42","-70.47988",5621
2820,"3","42.92820","-70.47988",5620
2820,"2","42.92820","-70",5619
2819,"1","42","-70",5614
2819,"4","42","-70.47988",5617
2819,"3","42.92820","-70.47988",5616
2819,"2","42.92820","-70",5615
2818,"1","42","-70",5610
2818,"4","42","-70.47988",5613
2818,"3","42.92820","-70.47988",5612
2818,"2","42.92820","-70",5611
2817,"1","42","-70",5606
2817,"4","42","-70.47988",5609
2817,"3","42.92820","-70.47988",5608
2817,"2","42.92820","-70",5607
2816,"1","42","-70",5602
2816,"4","42","-70.47988",5605
2816,"3","42.92820","-70.47988",5604
2816,"2","42.92820","-70",5603
2815,"1","42","-70",5598
2815,"4","42","-70.47988",5601
2815,"3","42.92820","-70.47988",5600
2815,"2","42.92820","-70",5599
2814,"1","42","-70",5594
2814,"4","42","-70.47988",5597
2814,"3","42.92820","-70.47988",5596
2814,"2","42.92820","-70",5595
2813,"1","42","-70",5590
2813,"4","42","-70.47988",5593
2813,"3","42.92820","-70.47988",5592
2813,"2","42.92820","-70",5591
2812,"1","42","-70",5586
2812,"4","42","-70.47988",5589
2812,"3","42.92820","-70.47988",5588
2812,"2","42.92820","-70",5587
2811,"1","42","-70",5582
2811,"4","42","-70.47988",5585
2811,"3","42.92820","-70.47988",5584
2811,"2","42.92820","-70",5583
2810,"1","42","-70",5578
2810,"4","42","-70.47988",5581
2810,"3","42.92820","-70.47988",5580
2810,"2","42.92820","-70",5579
2809,"1","42","-70",5574
2809,"4","42","-70.47988",5577
2809,"3","42.92820","-70.47988",5576
2809,"2","42.92820","-70",5575
2808,"1","42","-70",5570
2808,"4","42","-70.47988",5573
2808,"3","42.92820","-70.47988",5572
2808,"2","42.92820","-70",5571
2807,"1","42","-70",5566
2807,"4","42","-70.47988",5569
2807,"3","42.92820","-70.47988",5568
2807,"2","42.92820","-70",5567
2806,"1","42","-70",5562
2806,"4","42","-70.47988",5565
2806,"3","42.92820","-70.47988",5564
2806,"2","42.92820","-70",5563
2805,"1","42","-70",5558
2805,"4","42","-70.47988",5561
2805,"3","42.92820","-70.47988",5560
2805,"2","42.92820","-70",5559
2804,"1","42","-70",5554
2804,"4","42","-70.47988",5557
2804,"3","42.92820","-70.47988",5556
2804,"2","42.92820","-70",5555
2803,"1","42","-70",5550
2803,"4","42","-70.47988",5553
2803,"3","42.92820","-70.47988",5552
2803,"2","42.92820","-70",5551
2802,"1","42","-70",5546
2802,"4","42","-70.47988",5549
2802,"3","42.92820","-70.47988",5548
2802,"2","42.92820","-70",5547
2801,"1","42","-70",5542
2801,"4","42","-70.47988",5545
2801,"3","42.92820","-70.47988",5544
2801,"2","42.92820","-70",5543
2800,"1","42","-70",5538
2800,"4","42","-70.47988",5541
2800,"3","42.92820","-70.47988",5540
2800,"2","42.92820","-70",5539
2799,"1","42","-70",5534
2799,"4","42","-70.47988",5537
2799,"3","42.92820","-70.47988",5536
2799,"2","42.92820","-70",5535
2798,"1","42","-70",5530
2798,"4","42","-70.47988",5533
2798,"3","42.92820","-70.47988",5532
2798,"2","42.92820","-70",5531
2797,"1","42","-70",5526
2797,"4","42","-70.47988",5529
2797,"3","42.92820","-70.47988",5528
2797,"2","42.92820","-70",5527
2796,"1","42","-70",5522
2796,"4","42","-70.47988",5525
