"ID","NAME","EXPDATE","CANCELLED","TRIGGERDATE","INITOREXT","TRIGGERORG","STARTDATE","TRIGGERGROUPSIZE","COMMENTS","TRIGGERTYPE"
3433,"23nm E Atlantic City NJ",2021-01-30 00:00:01,"",2021-01-14 11:35:00,"i","0",2021-01-15 09:13:32,3,"","v"
3432,"24nm E Virginia Beach VA",2021-01-29 00:00:01,"",2021-01-13 10:15:00,"i","0",2021-01-13 11:25:40,3,"","v"
3431,"Outer Banks, NC",2021-01-21 00:00:01,"extended",2021-01-05 00:00:01,"i","45",2021-01-05 00:00:01,4,"Entered into database on 12-Jan-2021","v"
3429,"21nm S Martha's Vineyard MA",2021-01-24 00:00:01,"",2021-01-08 10:53:44,"e","4",2021-01-11 13:26:32,8,"","v"
3428,"20nm SE Atlantic City NJ",2021-01-25 00:00:01,"extended",2021-01-09 13:52:08,"i","82",2021-01-11 10:14:15,3,"","a"
3427,"32nm W Martha's Vineyard MA",2021-01-16 00:00:01,"",2020-12-31 00:06:51,"i","82",2020-12-31 12:09:40,3,"","a"
3426,"21nm S Martha's Vineyard MA",2021-01-15 00:00:01,"extended",2020-12-30 00:00:00,"i","4",2020-12-31 05:54:29,7,"","v"
3425,"Palm Coast, FL",2021-01-12 00:00:01,"",2020-12-27 00:00:01,"i","44",2020-12-27 00:00:01,3,"Entered into database on 13-Jan-2021","v"
3424,"20nm SE Atlantic City NJ",2021-01-05 00:00:01,"",2020-12-20 18:59:24,"e","82",2020-12-21 13:47:26,3,"","a"
3423,"34nm SE New York NY",2021-01-05 00:00:01,"",2020-12-20 04:36:05,"e","82",2020-12-21 09:54:58,42,"","a"
3422,"13nm SE Nantucket MA",2020-12-30 00:00:01,"",2020-12-14 12:34:01,"i","4",2020-12-14 17:09:04,4,"","v"
3421,"34nm SE New York NY",2020-12-25 00:00:01,"extended",2020-12-09 00:02:27,"e","82",2020-12-09 10:40:05,12,"","a"
3420,"20nm SE Atlantic City NJ",2020-12-23 00:00:01,"extended",2020-12-07 05:00:15,"i","82",2020-12-07 09:34:58,3,"","a"
3419,"34nm SE New York NY",2020-12-16 00:00:01,"extended",2020-11-30 10:53:55,"e","82",2020-11-30 13:49:36,3,"","a"
3418,"41nm SW Nantucket MA",2020-12-15 00:00:01,"",2020-11-29 09:34:00,"i","4",2020-11-29 18:49:40,3,"","v"
3417,"20nm SE Atlantic City NJ",2020-12-06 00:00:01,"",2020-11-20 02:02:52,"i","82",2020-11-20 13:14:03,3,"","a"
3416,"34nm SE New York NY",2020-12-03 00:00:01,"extended",2020-11-17 03:18:12,"i","82",2020-11-17 11:16:52,3,"","a"
3415,"45nm SE Nantucket MA",2020-12-01 00:00:01,"",2020-11-15 11:08:17,"i","1",2020-11-15 16:11:17,4,"","v"
3414,"23nm S Nantucket MA",2020-11-16 00:00:01,"",2020-10-31 13:14:49,"e","1",2020-11-01 12:23:32,4,"","v"
3413,"23nm S Nantucket MA",2020-11-04 00:00:01,"extended",2020-10-19 10:46:43,"e","2",2020-10-19 19:27:51,6,"","v"
3412,"23nm S Nantucket MA",2020-10-20 00:00:01,"extended",2020-10-04 10:15:02,"e","4",2020-10-05 10:16:40,3,"","v"
3411,"23nm S Nantucket MA",2020-10-10 00:00:01,"extended",2020-09-24 12:42:00,"e","4",2020-09-24 19:18:25,4,"","v"
3410,"23nm S Nantucket MA",2020-09-30 00:00:01,"extended",2020-09-14 12:33:01,"e","1",2020-09-16 14:18:05,7,"Calculation delayed for some reason - LMC","v"
3409,"23nm S Nantucket MA",2020-09-16 00:00:01,"extended",2020-08-31 12:26:38,"i","1",2020-08-31 18:58:01,8,"","v"
3408,"9nm NE Boston MA",2020-05-10 00:00:01,"",2020-04-24 14:00:00,"e","0",2020-04-24 14:40:25,4,"","v"
3407,"9nm NE Boston MA",2020-04-25 00:00:01,"extended",2020-04-09 08:00:00,"i","0",2020-04-09 13:33:53,5,"","v"
3406,"18nm E Boston MA",2020-04-08 00:00:01,"",2020-03-23 14:29:49,"e","0",2020-03-24 13:34:13,4,"","v"
3405,"18nm E Boston MA",2020-03-30 00:00:01,"extended",2020-03-14 17:00:00,"i","0",2020-03-14 18:07:26,6,"","v"
3404,"20nm E Boston MA",2020-03-30 00:00:01,"cancelled",2020-03-14 17:00:00,"i","0",2020-03-14 17:39:08,3,"group size updated","v"
3403,"31nm S Nantucket MA",2020-03-28 00:00:01,"",2020-03-12 11:43:26,"e","1",2020-03-13 15:52:12,13,"","v"
3402,"47nm SE Nantucket MA",2020-03-28 00:00:01,"",2020-03-12 11:43:26,"e","1",2020-03-13 15:52:12,13,"","v"
3401,"31nm S Nantucket MA",2020-03-19 00:00:01,"extended",2020-03-03 17:06:36,"e","1",2020-03-03 20:37:49,26,"","v"
3400,"47nm SE Nantucket MA",2020-03-19 00:00:01,"extended",2020-03-03 12:45:57,"i","1",2020-03-03 20:37:49,40,"","v"
3399,"31nm S Nantucket MA",2020-03-07 00:00:01,"extended",2020-02-20 13:42:38,"e","1",2020-02-20 17:08:10,8,"","v"
3398,"31nm S Nantucket MA",2020-02-25 00:00:01,"extended",2020-02-09 12:06:53,"e","1",2020-02-09 19:03:12,14,"","v"
3397,"31nm S Nantucket MA",2020-02-16 00:00:01,"extended",2020-01-31 09:52:41,"e","1",2020-01-31 19:11:32,50,"","v"
3396,"31nm S Nantucket MA",2020-02-07 00:00:01,"extended",2020-01-22 10:02:45,"i","2",2020-01-22 17:14:44,58,"","v"
3395,"4nm S Nantucket MA",2020-01-14 00:00:01,"",2019-12-29 12:18:31,"i","2",2019-12-30 10:52:38,14,"","v"
3393,"28nm S Nantucket MA",2019-12-28 00:00:01,"",2019-12-12 14:45:21,"i","1",2019-12-13 07:51:13,8,"lmc re-entered this dma 01/31/20 because of missing info in the original","v"
3392,"42nm SE Nantucket MA",2019-12-05 00:00:01,"",2019-11-19 12:10:04,"e","1",2019-11-19 21:12:51,25,"","v"
3391,"42nm SE Nantucket MA",2019-11-25 00:00:01,"extended",2019-11-09 13:31:37,"i","1",2019-11-09 17:25:37,3,"","v"
3390,"22nm SE Nantucket MA",2019-09-25 00:00:01,"",2019-09-09 11:25:37,"e","1",2019-09-09 17:02:59,7,"","v"
3389,"22nm SE Nantucket MA",2019-09-15 00:00:01,"extended",2019-08-30 11:28:52,"i","1",2019-08-30 14:22:03,19,"","v"
3388,"25nm S Nantucket MA",2019-08-28 00:00:01,"",2019-08-12 11:07:55,"e","1",2019-08-12 15:29:02,9,"","v"
3387,"25nm S Nantucket MA",2019-08-19 00:00:01,"extended",2019-08-03 11:03:42,"e","1",2019-08-04 14:37:47,10,"","v"
3386,"25nm S Nantucket MA",2019-08-10 00:00:01,"extended",2019-07-25 14:38:00,"i","4",2019-07-26 20:34:21,7,"","v"
3385,"3nm S Nantucket MA",2019-07-31 00:00:01,"",2019-07-15 00:00:00,"i","4",2019-07-16 14:19:00,3,"","v"
3369,"55nm S Nantucket MA",2019-06-10 00:00:01,"",2019-05-25 09:49:00,"e","4",2019-05-28 10:50:52,9,"","v"
3368,"59nm S Martha's Vineyard MA",2019-06-07 00:00:01,"",2019-05-22 10:00:00,"e","1",2019-05-22 17:14:08,15,"","v"
3367,"73nm SW Martha's Vineyard MA",2019-06-07 00:00:01,"",2019-05-22 10:00:00,"e","1",2019-05-22 17:14:08,15,"","v"
3366,"55nm S Nantucket MA",2019-05-31 00:00:01,"",2019-05-15 12:00:00,"i","1",2019-05-16 11:37:00,4,"","v"
3365,"75nm SE Nantucket MA",2019-06-01 00:00:01,"",2019-05-16 08:00:00,"i","1",2019-05-16 11:37:00,5,"","v"
3331,"59nm S Martha's Vineyard MA",2019-05-24 00:00:01,"extended",2019-05-08 13:31:44,"e","1",2019-05-14 09:30:06,3,"","v"
3329,"73nm SW Martha's Vineyard MA",2019-05-23 00:00:01,"extended",2019-05-07 09:19:00,"e","1",2019-05-08 12:10:00,13,"NARWSS","v"
3321,"59nm S Martha's Vineyard MA",2019-05-15 00:00:01,"extended",2019-04-29 15:49:00,"i","1",2019-04-29 21:30:00,3,"NARWSS","v"
3315,"73nm SW Martha's Vineyard MA",2019-05-09 00:00:01,"extended",2019-04-23 15:31:00,"i","1",2019-04-24 08:53:00,3,"AMAPPS","v"
3306,"13nm E Boston MA",2019-05-05 00:00:01,"",2019-04-19 10:39:00,"i","34",2019-04-19 13:58:40,11,"","v"
3305,"26nm S Nantucket MA",2019-04-23 00:00:01,"",2019-04-07 14:16:00,"e","4",2019-04-08 16:23:00,15,"","v"
3266,"26nm S Nantucket MA",2019-04-13 00:00:01,"extended",2019-03-28 12:41:41,"e","1",2019-03-28 17:10:34,6,"","v"
3265,"26nm S Nantucket MA",2019-03-29 00:00:01,"extended",2019-03-13 10:45:00,"e","1",2019-03-14 11:10:00,15,"","v"
3245,"26nm S Nantucket MA",2019-03-17 00:00:01,"extended",2019-03-01 16:00:00,"e","1",2019-03-01 16:00:00,9,"exp & trigger date corrected 3/12, 9 whales triggered 3/26 - lmc","v"
3225,"26nm S Nantucket MA",2019-03-05 00:00:01,"extended",2019-02-17 12:00:00,"e","4",2019-02-18 11:20:00,19,"","v"
3209,"26nm S Nantucket MA",2019-02-20 00:00:01,"extended",2019-02-04 00:00:00,"e","4",2019-02-05 09:31:00,11,"first DMA where exp date is the 16th day after trigger date in recent history","v"
3208,"26nm S Nantucket MA",2019-02-11 00:00:01,"extended",2019-01-27 00:00:00,"e","4",2019-01-28 13:30:00,20,"","v"
3207,"26nm S Nantucket MA",2019-01-30 00:00:01,"extended",2019-01-15 00:00:00,"e","1",2019-01-16 14:25:00,100,"","v"
3206,"26nm S Nantucket MA",2019-01-18 00:00:01,"extended",2019-01-02 00:00:00,"e","1",2019-01-03 12:18:00,53,"this DMA should not be an extension but a new one should have been initiated","v"
3205,"26nm S Nantucket MA",2018-12-30 00:00:01,"extended",2018-12-15 00:00:00,"i","1",2018-12-20 13:22:00,33,"Bounds adjusted on DEC 20th based on aps","v"
3185,"Cape Cod Bay",2019-01-01 00:00:01,"ended early sma",2018-12-19 12:09:00,"e","2",2018-12-20 15:30:00,7,"Expiration set to beginning of CCB SMA","v"
3157,"26nm S Nantucket MA",2018-12-20 00:00:01,"cancelled",2018-12-15 00:00:00,"i","1",2018-12-15 13:38:00,33,"Initial DMA, bounds later corrected","v"
3156,"12nm SE Atlantic City NJ",2018-12-29 00:00:01,"",2018-12-14 13:06:13,"i","1",2018-12-15 06:57:00,4,"","v"
3155,"Cape Cod Bay",2018-12-26 00:00:01,"extended",2018-12-11 01:13:05,"i","2",2018-12-11 17:30:00,6,"","v"
3154,"21nm S Nantucket MA",2018-12-11 00:00:01,"",2018-11-26 00:00:00,"e","1",2018-11-27 09:30:00,17,"","v"
3153,"21nm S Nantucket MA",2018-12-03 00:00:01,"extended",2018-11-18 11:30:00,"i","1",2018-11-18 20:30:00,4,"","v"
3152,"2nm S Nantucket MA",2018-07-15 00:00:01,"",2018-06-30 00:00:00,"i","4",2018-07-02 13:00:01,4,"NLPSC aerial survey","v"
3151,"8nm E Race Point MA",2018-05-19 00:00:01,"",2018-05-04 00:00:00,"i","2",2018-05-05 10:01:40,3,"","v"
3150,"21nm NE Boston MA",2018-05-17 00:00:01,"",2018-05-02 07:45:00,"i","0",2018-05-02 12:11:46,12,"","v"
3149,"27nm E Boston MA",2018-05-16 00:00:01,"",2018-05-01 00:00:00,"i","1",2018-05-02 10:48:12,3,"","v"
3148,"19nm S Martha's Vineyard MA",2018-05-09 00:00:01,"",2018-04-24 16:18:00,"i","0",2018-04-24 20:36:45,4,"Obs=Observers onboard the R/V Kommandor Iona","v"
3147,"12nm E Boston MA",2018-05-03 00:00:01,"",2018-04-18 13:18:00,"i","34",2018-04-18 14:42:05,5,"","v"
3146,"69nm NE Virginia Beach VA",2018-04-23 00:00:01,"",2018-04-09 09:47:00,"i","0",2018-04-09 16:59:21,5,"","v"
3145,"11nm SW Nantucket MA",2018-04-13 00:00:01,"",2018-03-29 14:40:00,"e","4",2018-04-04 10:43:00,8,"Late entry","v"
3125,"11nm SW Nantucket MA",2018-04-04 18:02:00,"extended",2018-03-20 11:45:00,"i","4",2018-03-20 18:02:00,6,"NLPSC aerial survey","v"
3105,"Savannah",2018-03-10 16:45:00,"",2018-02-24 16:45:00,"i","48",2018-02-24 16:45:00,5,"entered into database on March 2nd","v"
3085,"29nm S Nantucket MA",2018-02-24 09:30:00,"",2018-02-09 14:42:00,"i","4",2018-02-10 09:30:00,6,"","v"
3066,"54nm ESE Virginia Beach VA",2018-02-13 15:46:00,"",2018-01-26 00:00:00,"i","45",2018-01-30 15:46:00,3,"","v"
3045,"86nm ESE Virginia Beach VA",2018-02-07 07:53:00,"",2018-01-23 01:00:00,"i","0",2018-01-25 07:53:00,4,"U.S Military ship LJG Lunkwitz  phone number 402 630 3251","v"
3025,"30nm S Nantucket MA",2018-02-05 20:22:00,"",2018-01-21 15:36:00,"i","4",2018-01-22 20:22:00,22,"delays in receiving sightings and processing","v"
3005,"4nm S Nantucket MA",2017-08-11 11:56:00,"",2017-07-27 09:13:00,"e","4",2017-07-28 11:56:00,4,"extension but updated to new coordinates","v"
2985,"2nm S of Nantucket MA",2017-07-30 12:41:00,"extended new bounds",2017-07-15 00:00:00,"e","0",2017-07-17 12:41:00,3,"based on RWSAS ID=28543 from July 15th from Scott Leonard","v"
2965,"2nm S of Nantucket MA",2017-07-19 12:14:00,"extended",2017-07-03 00:00:00,"i","0",2017-07-05 12:14:00,3,"drone footage off  Madaquecham Beach, Nantucket","v"
2945,"13nm S Nantucket MA",2017-06-30 13:56:00,"",2017-06-15 10:36:00,"i","4",2017-06-19 13:56:00,3,"sighting not received until 6/19","v"
929,"80nm E New York NY",2017-05-31 08:56:00,"",2017-05-17 06:33:00,"i","1",2017-05-17 08:56:00,8,"Marine Mammal observer on R/V Bigelow","v"
909,"15nm SE Block Island RI",2017-05-19 14:22:00,"",2017-05-04 10:38:00,"i","4",2017-05-05 14:22:00,8,"PSB boats also in area","v"
889,"19nm SSW Nantucket MA",2017-05-05 10:37:00,"",2017-04-19 13:25:00,"e","4",2017-04-21 10:37:00,20,"","v"
869,"19nm SSW Nantucket MA",2017-04-24 04:00:00,"extended",2017-04-09 10:45:00,"i","4",2017-04-11 11:12:00,7,"Ester Quintana","v"
849,"12nm ENE Boston MA",2017-04-08 16:02:00,"",2017-03-25 10:38:00,"i","34",2017-03-27 16:02:00,3,"Threshold density likely reached (see emails), but several individuals skim feeding confirmed triggering DMA according to 2004 guidance document (in mmisas/closures/DMA).","v"
829,"22nm SW Nantucket MA",2017-04-05 14:27:00,"",2017-03-21 13:17:00,"i","4",2017-03-22 14:27:00,4,"NLPSC survey - Ester Quintana PI","v"
809,"16nm S Marthas Vineyard MA",2017-03-20 12:00:00,"",2017-03-06 00:00:00,"e","4",2017-03-06 12:00:00,14,"NLPSC survey - Ester Quintana PI","v"
789,"16nm S Marthas Vineyard MA",2017-03-07 18:07:00,"extended",2017-02-21 14:20:00,"i","1",2017-02-21 18:07:00,10,"RV Selkie cruise Pete Duley PI","v"
769,"55nm SE Nantucket MA",2016-09-06 21:30:00,"",2016-08-23 16:30:00,"i","0",2016-08-23 21:30:00,6,"Reported by sailing vessel to USCG SE NE","v"
749,"20nm SE Portsmouth NH",2016-05-13 11:13:00,"",2016-04-28 14:05:00,"i","33",2016-04-29 11:13:00,9,"","v"
729,"Atlantic City NJ ",2016-04-29 13:47:00,"cancelled
",2016-04-28 08:30:00,"i","5",2016-04-28 10:34:00,5,"called in to USCG by fishermen, near to Hudson Canyon; cancelled on 4/29 due to species uncertainty (was active for about 24 hrs)
","v"
709,"25nm NE Boston",2016-05-05 14:43:00,"",2016-04-19 12:00:00,"e","0",2016-04-21 14:43:00,3,"NEAq verified 3 whales present in civilian images","v"
689,"25nm NE Boston",2016-04-24 00:00:00,"",2016-04-09 00:00:00,"i","34",2016-04-10 00:00:00,3,"","v"
667,"13nm ESE Boston",2015-08-15 23:59:00,"",2015-08-01 13:10:00,"i","37",2015-08-01 15:10:00,3,"Originally posted without core area included so zone was smaller","v"
646,"35nm ESE Nantucket",2015-06-15 14:00:00,"",2015-05-28 17:20:00,"i","1",2015-06-01 14:00:00,3,"T.Cole only now realized sighting outside of SMA","v"
606,"85nm ENE Boston",2015-05-28 18:46:00,"",2015-05-14 15:27:00,"i","1",2015-05-14 18:46:00,3,"","v"
586,"120nm NE Boston",2015-05-19 16:44:00,"",2015-05-05 12:30:00,"i","1",2015-05-05 16:44:00,6,"NEFSC aerial surveys ID 22472","v"
585,"11nm SW Nantucket",2015-05-01 15:00:00,"",2015-04-16 11:53:00,"i","4",2015-04-17 15:00:00,5,"","v"
565,"Rhode Island Sound DMA",2015-04-15 20:03:00,"",2015-04-01 14:10:00,"i","1",2015-04-01 20:03:00,4,"off watch sighting","v"
563,"65nm E New York",2015-04-11 17:42:00,"",2015-03-28 12:23:00,"i","0",2015-03-28 17:42:00,4,"East Coast Observers dredge observer","v"
543,"13nm S Marthas Vineyard",2015-03-28 09:28:00,"",2015-03-13 12:00:00,"i","4",2015-03-16 09:28:00,6,"","v"
521,"24nm south of Nantucket",2015-02-04 17:44:00,"",2015-01-21 11:00:00,"i","4",2015-01-21 17:44:00,6,"Sighted during NLPSC survey","v"
520,"Delaware Bay DMA",2015-01-31 15:12:00,"",2015-01-17 10:55:00,"i","9",2015-01-17 15:12:00,12,"","v"
519,"13nm South of Nantucket",2015-01-10 18:29:00,"",2014-12-27 11:15:00,"i","4",2014-12-27 18:29:00,8,"Delay in getting the extension date corrected on the Google map website (change made around noon on 12/29 by CBK)","v"
518,"Cape Cod Bay",2015-01-01 10:11:00,"",2014-12-22 14:24:00,"i","2",2014-12-23 10:11:00,7,"Changed to end on 1/1 when SMA goes into effect instead of 1/6 as calculated (change made around noon on 12/29 by CBK)","v"
498,"DMA 141213 13nm SE Nantucket",2014-12-27 16:32:00,"",2014-12-13 14:12:00,"i","1",2014-12-13 16:32:00,10,"Spotted whales off effort on our transit home","v"
497,"DMA 20140808 13nm S Portsmouth NH",2014-08-22 16:24:00,"",2014-08-08 13:00:00,"i","0",2014-08-08 16:24:00,5,"Sighted by a private sailing vessel, initially reported to GARFO","v"
496,"70nm E Portland ME",2014-08-15 10:10:00,"",2014-07-30 15:10:00,"i","0",2014-08-01 10:10:00,3,"Reported by the Nova Star ferry","v"
476,"13nm NE of Nantucket",2014-04-21 14:21:00,"",2014-04-07 00:00:00,"i","1",2014-04-07 14:21:00,7,"","v"
456,"28nm S Nantucket",2014-04-17 10:50:00,"",2014-04-02 13:27:00,"i","4",2014-04-03 10:50:00,8,"NLPSC aerial surveys","v"
436,"4nm SE Nantucket MA",2014-03-20 09:33:00,"",2014-03-05 09:33:00,"i","1",2014-03-06 09:33:00,11,"Sightings during AMAPPS survey","v"
417,"Nantucket DMA",2014-03-16 01:00:00,"",2014-03-01 00:00:00,"i","4",2014-03-01 21:48:27,3,"NLPSC aerials; entered manually","v"
416,"Savannah",2014-02-07 00:00:00,"",2014-01-23 00:00:00,"i","",2014-01-24 16:45:00,3,"LMC added ""i"" 19Mar2021","v"
415,"26nm S Nantucket MA",2014-01-30 14:57:00,"",2014-01-31 00:00:00,"i","4",2014-01-18 14:57:00,5,"Correction/replacement of DMA ID 396 which had the wrong coordinates","v"
396,"46nm SE Nantucket MA",2014-01-18 14:57:00,"",2014-01-15 14:57:00,"i","4",2014-01-15 17:58:00,3,"This DMA was entered with the wrong coordinates, it was active for a couple days and then replaced by ID 415. ","v"
357,"Palm Coast",2014-01-22 00:00:00,"",2014-01-08 00:00:00,"i","4",2014-01-13 16:45:00,4,"Entered manually both in Oracle and kml file by Christin Khan","v"
356,"Cape Cod Bay",2014-01-01 00:00:00,"yes",2013-12-23 00:00:00,"i","2",2013-12-26 08:00:00,8,"","v"
355,"100nm S of Providence RI",2013-07-24 11:07:00,"",2013-07-10 06:47:00,"i","1",2013-07-10 11:07:00,3,"Sighted by Gordon Waring about the NOAA Ship Henry Bigelow","v"
335,"Nantucket Sound",2013-07-21 15:17:00,"",2013-07-07 00:00:00,"i","27",2013-07-07 15:17:00,3,"Erin Burke (DMF) conducted interview of rec boater Gary Breda","v"
315,"New York 130 East",2013-06-24 11:48:00,"",2013-06-10 09:05:00,"i","1",2013-06-10 11:48:00,3,"Gordon Gunter Ecosystem cruise","v"
314,"Off Race Point",2013-05-15 23:50:00,"",2013-05-01 10:12:00,"i","2",2013-05-01 23:50:00,9,"","v"
313,"25nm SE Portsmouth NH",2013-05-15 23:50:00,"",2013-05-01 11:50:00,"i","34",2013-05-01 23:50:00,3,"","v"
293,"Nantucket",2013-05-13 09:35:00,"",2013-04-28 09:30:00,"i","0",2013-04-29 09:35:00,4,"Opportinistic reports","v"
274,"Marthas Vineyard and Nantucket",2013-03-13 14:50:00,"",2013-02-26 15:55:00,"e","4",2013-02-27 14:50:00,20,"Entered 31 minutes after Asaro announcement","v"
273,"Savannah",2013-03-11 00:00:01,"",2013-02-24 00:00:01,"i","",2013-02-25 00:00:01,4,"LMC added ""i"" 19Mar2021","v"
272,"Nantucket",2013-03-02 13:43:00,"yes",2013-02-15 16:17:00,"i","4",2013-02-16 13:43:00,6,"Smaller than area initially entered on 2/16. Adjusted 2/18.
","v"
271,"Atlantic City DMA",2013-02-21 14:41:00,"",2013-02-07 10:10:00,"i","5",2013-02-07 14:41:00,5,"","v"
251,"New Jersey",2013-01-29 16:50:00,"",2013-01-14 00:00:00,"i","5",2013-01-14 16:50:00,10,"","v"
232,"Port Canaveral FL",2013-01-17 00:00:00,"",2013-01-02 00:00:00,"i","0",2013-01-03 00:00:00,3,"","v"
231,"Stellwagen Bank",2013-01-09 13:50:00,"",2012-12-26 10:09:00,"i","1",2012-12-26 13:50:00,3,"","v"
213,"Cape Cod Bay",2012-12-28 09:42:00,"",2012-12-14 12:00:00,"i","2",2012-12-14 09:45:00,15,"","v"
193,"Jeffreys Bank DMA",2012-12-19 09:42:00,"",2012-12-04 10:09:00,"i","4",2012-12-05 09:42:00,9,"sightings from the R/V Endeavor","v"
192,"SEDMA11-Brunswick",2012-02-04 00:00:00,"",2012-01-20 00:00:00,"i","",2012-01-20 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021.","v"
191,"SEDMA10-Brunswick",2011-03-15 01:00:00,"",2011-02-28 00:00:00,"i","",2011-02-28 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
190,"SEDMA9-Palm Coast",2011-03-11 00:00:00,"",2011-02-24 00:00:00,"i","",2011-02-24 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
189,"SEDMA8-Palm Coast",2011-02-15 00:00:00,"",2011-01-31 00:00:00,"i","",2011-01-31 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
188,"SEDMA7-Palm Coast",2011-01-27 00:00:00,"",2011-01-12 00:00:00,"i","",2011-01-12 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
187,"SEDMA6-Fernandina/Savannah",2010-03-24 01:00:00,"",2010-03-02 00:00:00,"i","",2010-03-02 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
186,"SEDMS5-Cape Canaveral",2010-03-15 01:00:00,"",2010-02-22 00:00:00,"i","",2010-02-22 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
185,"SEDMA4-Savannah/Charleston",2010-03-24 01:00:00,"",2010-02-22 00:00:00,"i","",2010-02-22 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
184,"SEDMA3-Ponce de Leon Inlet",2010-03-24 01:00:00,"",2010-02-01 00:00:00,"i","",2010-02-01 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
183,"SEDMA2-Savannah",2010-02-11 00:00:00,"",2010-01-27 00:00:00,"i","",2010-01-27 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
182,"SEDMA1-Ponce de Leon Inlet",2010-02-05 00:00:00,"",2010-01-12 00:00:00,"i","",2010-01-12 00:00:00,,"LMC added trigger date as the same as start date since this field was previously null 19Mar2021","v"
159,"Cashes Ledge extension",2012-08-09 23:40:00,"",2012-07-26 09:34:00,"e","1",2012-07-26 23:40:00,16,"","v"
156,"Race Point",2012-03-01 00:00:00,"",2012-02-15 00:00:00,"i","2",2012-02-16 15:25:00,16,"","v"
155,"Jeffreys Ledge",2012-02-18 00:00:00,"",2012-02-03 00:00:00,"i","1",2012-02-03 14:56:00,12,"Pete Duley called this DMA in after the survey flight. LMC added ""i"" 19Mar2021","v"
154,"Jeffreys Ledge",2012-02-04 00:00:00,"",2012-01-19 00:00:00,"i","1",2012-01-20 07:56:00,4,"","v"
153,"Jordan Basin",2012-01-24 00:00:00,"",2012-01-09 00:00:00,"i","1",2012-01-09 18:57:00,15,"Allison Henry called this DMA in after the survey flight.","v"
152,"Cashes Ledge",2012-01-21 00:00:00,"",2012-01-06 00:00:00,"i","1",2012-01-06 15:41:00,17,"Allison Henry called this DMA in after the survey flight.","v"
151,"Jeffreys Ledge",2012-01-19 00:00:00,"",2012-01-04 00:00:00,"i","1",2012-01-05 07:34:00,10,"","v"
150,"Cashes Ledge",2011-12-28 00:00:00,"",2011-12-13 00:00:00,"i","4",2011-12-14 13:21:00,23,"","v"
149,"Cape Cod Bay",2011-12-18 00:00:00,"",2011-12-03 00:00:00,"i","1",2011-12-06 09:21:00,3,"","v"
148,"Jeffreys Ledge",2011-12-16 00:00:00,"",2011-12-01 00:00:00,"e","1",2011-12-01 10:47:00,11,"Called in from the survey; extension of 11/16/2011","v"
147,"Jordan Basin",2011-12-11 00:00:00,"",2011-11-26 00:00:00,"i","1",2011-11-28 11:46:00,27,"","v"
146,"Cashes Ledge",2011-12-07 00:00:00,"",2011-11-22 00:00:00,"i","1",2011-11-23 07:54:00,23,"Called in from the survey","v"
145,"Jeffreys Ledge",2011-12-01 00:00:00,"extended",2011-11-16 00:00:00,"e","1",2011-11-16 13:25:00,15,"Called in from the survey; extension of 11/1/2011","v"
144,"Jordan Basin",2011-11-24 00:00:00,"",2011-11-09 00:00:00,"i","1",2011-11-09 11:16:00,13,"","v"
143,"Cashes Ledge",2011-11-23 00:00:00,"",2011-11-08 00:00:00,"i","1",2011-11-08 16:00:00,32,"Called in from the survey","v"
142,"Jeffreys Ledge",2011-11-16 00:00:00,"extended",2011-11-01 00:00:00,"i","3",2011-11-07 07:44:00,12,"Implementation delayed until the expiration of the 10/24 DMA. By today's standards, would have been an extension of ID = 141 - LMC 30Mar2021 ","v"
141,"Jeffreys Ledge",2011-11-07 00:00:00,"",2011-10-23 00:00:00,"i","3",2011-10-24 10:11:00,16,"","v"
140,"Jeffreys Ledge",2011-10-21 00:00:00,"",2011-10-06 00:00:00,"i","8",2011-10-07 15:38:00,10,"","v"
139,"Jeffreys Ledge",2011-10-05 00:00:00,"",2011-09-21 00:00:00,"i","2",2011-09-22 14:09:00,14,"","v"
138,"Jeffreys Ledge",2011-09-16 00:00:00,"",2011-09-02 00:00:00,"i","8",2011-09-06 15:26:00,7,"","v"
137,"Jeffreys Ledge",2011-08-29 00:00:00,"",2011-08-14 00:00:00,"i","1",2011-08-15 09:51:00,4,"","v"
136,"Lindenkohl Basin",2011-07-01 00:00:00,"",2011-06-16 00:00:00,"i","1",2011-06-24 07:45:00,3,"","v"
135,"Cashes Ledge",2011-06-22 00:00:00,"",2011-06-07 00:00:00,"i","1",2011-06-08 07:36:00,10,"Tim Cole called this in to NERO in advance","v"
134,"East of Cape Cod",2011-05-17 00:00:00,"",2011-05-02 00:00:00,"i","1",2011-05-03 15:13:00,21,"Different from id = 133 - LMC 30Mar2021","v"
